name,path,sha256,size,words,modified,description
next-cache-components,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.42.1/skills/next-cache-components/SKILL.md,4c296aa98507,11721,1462,2026-05-07T10:52:28.249295,"Next.js 16 Cache Components guidance — PPR, use cache directive, cacheLife, cacheTag, updateTag, and migration from unstable_cache. Use when implementing partial prerendering, caching strategies, or m"
next-cache-components,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.42.1/skills/next-cache-components/upstream/SKILL.md,92fc6ac94c5c,9362,1217,2026-05-07T10:52:28.249475,"Next.js 16 Cache Components - PPR, use cache directive, cacheLife, cacheTag, updateTag"
env-vars,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.42.1/skills/env-vars/SKILL.md,ba0bdb4db224,9674,1316,2026-05-07T10:52:28.249650,"Vercel environment variable expert guidance. Use when working with .env files, vercel env commands, OIDC tokens, or managing environment-specific configuration."
next-forge,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.42.1/skills/next-forge/SKILL.md,97fcefaa3f0a,9209,1038,2026-05-07T10:52:28.250443,"next-forge expert guidance — production-grade Turborepo monorepo SaaS starter by Vercel. Use when working in a next-forge project, scaffolding with `npx next-forge init`, or editing @repo/* workspace "
next-forge,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.42.1/skills/next-forge/upstream/SKILL.md,be76e0d67cfd,5318,676,2026-05-07T10:52:28.251151,"Expert assistance for next-forge — a production-grade Turborepo template for Next.js SaaS apps. Triggers on questions about next-forge installation, setup, architecture, packages, customization, deplo"
vercel-functions,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.42.1/skills/vercel-functions/SKILL.md,93af96fe50d3,16150,1850,2026-05-07T10:52:28.251359,"Vercel Functions expert guidance — Serverless Functions, Edge Functions, Fluid Compute, streaming, Cron Jobs, and runtime configuration. Use when configuring, debugging, or optimizing server-side code"
plugin-audit,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/.claude/skills/plugin-audit/SKILL.md,3179280ffb97,2956,396,2026-05-05T14:31:55.988539,"Audit vercel-plugin performance on real-world projects. Extracts tool calls from Claude Code conversation logs, tests hook matching against actual inputs, identifies pattern coverage gaps, and checks "
benchmark-testing,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/.claude/skills/benchmark-testing/SKILL.md,9d5ead7eed4f,3788,541,2026-05-05T14:31:55.988731,"Create and launch benchmark test projects to exercise vercel-plugin skill injection across realistic scenarios. Sets up isolated directories, installs the plugin, and spawns WezTerm panes running Clau"
release,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/.claude/skills/release/SKILL.md,f0ba3b1f2814,2120,319,2026-05-05T14:31:55.988935,"Release vercel-plugin — run gates, bump version, generate artifacts, commit, and push. Use when asked to ""release"", ""ship"", ""bump and push"", or ""cut a release""."
benchmark-sandbox,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/.claude/skills/benchmark-sandbox/SKILL.md,2588bbda779e,21960,2954,2026-05-05T14:31:55.989840,"Run vercel-plugin eval scenarios in Vercel Sandboxes instead of local WezTerm panels. Provisions ephemeral microVMs with Claude Code + plugin pre-installed, runs benchmark prompts, extracts hook artif"
benchmark-agents,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/.claude/skills/benchmark-agents/SKILL.md,95fd9d33be1b,14545,2047,2026-05-05T14:31:55.990404,"Advanced AI agent benchmark scenarios that push Vercel's cutting-edge platform features — Workflow DevKit, AI Gateway, MCP, Chat SDK, Queues, Flags, Sandbox, and multi-agent orchestration. Designed to"
vercel-plugin-eval,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/.claude/skills/vercel-plugin-eval/SKILL.md,5c701868cc66,4977,697,2026-05-05T14:31:55.990650,"Run live eval sessions against the vercel-plugin to verify hook behavior, skill injection, dedup correctness, and coverage. Launches real Claude Code sessions via WezTerm, monitors debug logs, and pro"
benchmark-e2e,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/.claude/skills/benchmark-e2e/SKILL.md,1f18ec33990b,5380,719,2026-05-05T14:31:55.990804,"End-to-end benchmark suite for vercel-plugin. Runs realistic projects through skill injection, launches dev servers, verifies everything works, analyzes conversation logs, and produces an improvement "
vercel-agent,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/skills/vercel-agent/SKILL.md,c7ddcf740e60,2921,364,2026-05-05T14:31:55.999210,"Vercel Agent guidance — AI-powered code review, incident investigation, and SDK installation. Automates PR analysis and anomaly debugging. Use when configuring or understanding Vercel's AI development"
routing-middleware,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/skills/routing-middleware/SKILL.md,b582ee4551d7,11174,1426,2026-05-05T14:31:55.999345,"Vercel Routing Middleware guidance — request interception before cache, rewrites, redirects, personalization. Works with any framework. Supports Edge, Node.js, and Bun runtimes. Use when intercepting "
deployments-cicd,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/skills/deployments-cicd/SKILL.md,a0d6c9226501,11772,1503,2026-05-05T14:31:55.999474,"Vercel deployment and CI/CD expert guidance. Use when deploying, promoting, rolling back, inspecting deployments, building with --prebuilt, or configuring CI workflow files for Vercel."
vercel-storage,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/skills/vercel-storage/SKILL.md,9365181d8195,19845,2152,2026-05-05T14:31:55.999633,"Vercel storage expert guidance — Blob, Edge Config, and Marketplace storage (Neon Postgres, Upstash Redis). Use when choosing, configuring, or using data storage with Vercel applications."
bootstrap,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/skills/bootstrap/SKILL.md,ed2f91dbec2c,8022,1009,2026-05-05T14:31:55.999812,"Project bootstrapping orchestrator for repos that depend on Vercel-linked resources (databases, auth, and managed integrations). Use when setting up or repairing a repository so linking, environment p"
knowledge-update,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/skills/knowledge-update/SKILL.md,b807fa96f88e,4333,584,2026-05-05T14:31:56,Corrects outdated LLM knowledge about the Vercel platform and introduces new products. Injected at session start.
vercel-cli,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/skills/vercel-cli/SKILL.md,348861db178d,5828,717,2026-05-05T14:31:56.001969,"Vercel CLI expert guidance. Use when deploying, managing environment variables, linking projects, viewing logs, managing domains, or interacting with the Vercel platform from the command line."
vercel-cli,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/skills/vercel-cli/upstream/SKILL.md,c1570da7a503,3666,489,2026-05-05T14:31:56.003448,"Deploy, manage, and develop projects on Vercel from the command line"
runtime-cache,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/skills/runtime-cache/SKILL.md,22fb4be9b3b2,9210,1125,2026-05-05T14:31:56.003729,"Vercel Runtime Cache API guidance — ephemeral per-region key-value cache with tag-based invalidation. Shared across Functions, Routing Middleware, and Builds. Use when implementing caching strategies "
ai-gateway,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/skills/ai-gateway/SKILL.md,7bfdfaa64d06,23772,3042,2026-05-05T14:31:56.003861,"Vercel AI Gateway expert guidance. Use when configuring model routing, provider failover, cost tracking, or managing multiple AI providers through a unified API."
auth,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/skills/auth/SKILL.md,b6b9c4b0c9c2,11395,1258,2026-05-05T14:31:56.003992,"Authentication integration guidance — Clerk (native Vercel Marketplace), Descope, and Auth0 setup for Next.js applications. Covers middleware auth patterns, sign-in/sign-up flows, and Marketplace prov"
turbopack,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/skills/turbopack/SKILL.md,8ef65187c426,10695,1401,2026-05-05T14:31:56.004124,"Turbopack expert guidance. Use when configuring the Next.js bundler, optimizing HMR, debugging build issues, or understanding the Turbopack vs Webpack differences."
marketplace,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/skills/marketplace/SKILL.md,8bb6dfd5c819,19420,2148,2026-05-05T14:31:56.004251,"Vercel Marketplace expert guidance — discovering, installing, and building integrations, auto-provisioned environment variables, unified billing, and the vercel integration CLI. Use when consuming thi"
shadcn,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/skills/shadcn/SKILL.md,4a24abf22a6d,20117,2654,2026-05-05T14:31:56.004384,"shadcn/ui expert guidance — CLI, component installation, composition patterns, custom registries, theming, Tailwind CSS integration, and high-quality interface design. Use when initializing shadcn, ad"
verification,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/skills/verification/SKILL.md,1c9cdb2b04c4,7930,1156,2026-05-05T14:31:56.004520,"Full-story verification — infers what the user is building, then verifies the complete flow end-to-end: browser → API → data → response. Triggers on dev server start and 'why isn't this working' signa"
workflow,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/skills/workflow/SKILL.md,5d3f2e4a353f,32002,3861,2026-05-05T14:31:56.004882,"Vercel Workflow DevKit (WDK) expert guidance. Use when building durable workflows, long-running tasks, API routes or agents that need pause/resume, retries, step-based execution, or crash-safe orchest"
workflow,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/skills/workflow/upstream/SKILL.md,ee1d6c402c50,18733,2397,2026-05-05T14:31:56.005147,"Creates durable, resumable workflows using Vercel's Workflow DevKit. Use when building workflows that need to survive restarts, pause for external events, retry on failure, or coordinate multi-step op"
react-best-practices,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/skills/react-best-practices/SKILL.md,1f5a862b4c60,8039,994,2026-05-05T14:31:56.005374,"React best-practices reviewer for TSX files. Triggers after editing multiple TSX components to run a condensed quality checklist covering component structure, hooks usage, accessibility, performance, "
vercel-react-best-practices,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/skills/react-best-practices/upstream/SKILL.md,d7b0ec66ea66,6691,879,2026-05-05T14:31:56.011123,"React and Next.js performance optimization guidelines from Vercel Engineering. This skill should be used when writing, reviewing, or refactoring React/Next.js code to ensure optimal performance patter"
nextjs,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/skills/nextjs/SKILL.md,a84d03ab8e78,17983,1862,2026-05-05T14:31:56.018137,"Next.js App Router expert guidance. Use when building, debugging, or architecting Next.js applications — routing, Server Components, Server Actions, Cache Components, layouts, middleware/proxy, data f"
next-best-practices,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/skills/nextjs/upstream/SKILL.md,c78f952d4e98,4004,489,2026-05-05T14:31:56.020385,"Next.js best practices - file conventions, RSC boundaries, data patterns, async APIs, metadata, error handling, route handlers, image/font optimization, bundling"
vercel-sandbox,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/skills/vercel-sandbox/SKILL.md,8a80453de690,11769,1314,2026-05-05T14:31:56.020618,"Vercel Sandbox guidance — ephemeral Firecracker microVMs for running untrusted code safely. Supports AI agents, code generation, and experimentation. Use when executing user-generated or AI-generated "
vercel-sandbox,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/skills/vercel-sandbox/upstream/SKILL.md,15da32dca80c,9671,1119,2026-05-05T14:31:56.020778,"Run agent-browser + Chrome inside Vercel Sandbox microVMs for browser automation from any Vercel-deployed app. Use when the user needs browser automation in a Vercel app (Next.js, SvelteKit, Nuxt, Rem"
next-upgrade,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/skills/next-upgrade/SKILL.md,96d79dd3cff5,3459,376,2026-05-05T14:31:56.021002,"Upgrade Next.js to the latest version following official migration guides and codemods. Use when upgrading Next.js versions, running codemods, or migrating between major releases."
next-upgrade,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/skills/next-upgrade/upstream/SKILL.md,562f9834d7c5,2009,233,2026-05-05T14:31:56.021147,Upgrade Next.js to the latest version following official migration guides and codemods
chat-sdk,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/skills/chat-sdk/SKILL.md,82d66d41af16,13036,1298,2026-05-05T14:31:56.021389,"Vercel Chat SDK expert guidance. Use when building multi-platform chat bots — Slack, Telegram, Microsoft Teams, Discord, Google Chat, GitHub, Linear — with a single codebase. Covers the Chat class, ad"
chat-sdk,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/skills/chat-sdk/upstream/SKILL.md,d6d1224c2d01,8994,1001,2026-05-05T14:31:56.021542,>
ai-sdk,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/skills/ai-sdk/SKILL.md,255c0f4bd83a,19820,2110,2026-05-05T14:31:56.022189,"Vercel AI SDK expert guidance. Use when building AI-powered features — chat interfaces, text generation, structured output, tool calling, agents, MCP integration, streaming, embeddings, reranking, ima"
ai-sdk,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/skills/ai-sdk/upstream/SKILL.md,07e3ac5f4231,4683,598,2026-05-05T14:31:56.022728,"Answer questions about the AI SDK and help build AI-powered features. Use when developers: (1) Ask about AI SDK functions like generateText, streamText, ToolLoopAgent, embed, or tools, (2) Want to bui"
next-cache-components,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/skills/next-cache-components/SKILL.md,4c296aa98507,11721,1462,2026-05-05T14:31:56.022954,"Next.js 16 Cache Components guidance — PPR, use cache directive, cacheLife, cacheTag, updateTag, and migration from unstable_cache. Use when implementing partial prerendering, caching strategies, or m"
next-cache-components,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/skills/next-cache-components/upstream/SKILL.md,92fc6ac94c5c,9362,1217,2026-05-05T14:31:56.023107,"Next.js 16 Cache Components - PPR, use cache directive, cacheLife, cacheTag, updateTag"
env-vars,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/skills/env-vars/SKILL.md,ba0bdb4db224,9674,1316,2026-05-05T14:31:56.023241,"Vercel environment variable expert guidance. Use when working with .env files, vercel env commands, OIDC tokens, or managing environment-specific configuration."
next-forge,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/skills/next-forge/SKILL.md,97fcefaa3f0a,9209,1038,2026-05-05T14:31:56.023835,"next-forge expert guidance — production-grade Turborepo monorepo SaaS starter by Vercel. Use when working in a next-forge project, scaffolding with `npx next-forge init`, or editing @repo/* workspace "
next-forge,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/skills/next-forge/upstream/SKILL.md,be76e0d67cfd,5318,676,2026-05-05T14:31:56.024374,"Expert assistance for next-forge — a production-grade Turborepo template for Next.js SaaS apps. Triggers on questions about next-forge installation, setup, architecture, packages, customization, deplo"
vercel-functions,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/vercel/0.40.1/skills/vercel-functions/SKILL.md,93af96fe50d3,16150,1850,2026-05-05T14:31:56.024557,"Vercel Functions expert guidance — Serverless Functions, Edge Functions, Fluid Compute, streaming, Cron Jobs, and runtime configuration. Use when configuring, debugging, or optimizing server-side code"
supabase-postgres-best-practices,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/supabase/693a17a9970b/skills/supabase-postgres-best-practices/SKILL.md,ccd6e4596bd5,2576,337,2026-05-15T11:30:10.357256,"Postgres performance optimization and best practices from Supabase. Use this skill when writing, reviewing, or optimizing Postgres queries, schema designs, or database configurations."
supabase,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/supabase/693a17a9970b/skills/supabase/SKILL.md,743f37471d75,8643,1222,2026-05-15T11:30:10.357773,"Use when doing ANY task involving Supabase. Triggers: Supabase products (Database, Auth, Edge Functions, Realtime, Storage, Vectors, Cron, Queues); client libraries and SSR integrations (supabase-js, "
supabase-postgres-best-practices,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/supabase/0.1.6/skills/supabase-postgres-best-practices/SKILL.md,ccd6e4596bd5,2576,337,2026-05-05T17:40:02.210956,"Postgres performance optimization and best practices from Supabase. Use this skill when writing, reviewing, or optimizing Postgres queries, schema designs, or database configurations."
supabase,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/supabase/0.1.6/skills/supabase/SKILL.md,743f37471d75,8643,1222,2026-05-05T17:40:02.211516,"Use when doing ANY task involving Supabase. Triggers: Supabase products (Database, Auth, Edge Functions, Realtime, Storage, Vectors, Cron, Queues); client libraries and SSR integrations (supabase-js, "
skill-creator,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/skill-creator/6da6853f46f3/skills/skill-creator/SKILL.md,dcd4803e61e9,33168,5205,2026-05-08T16:08:25.763699,"Create new skills, modify and improve existing skills, and measure skill performance. Use when users want to create a skill from scratch, edit, or optimize an existing skill, run evals to test a skill"
generate-project-plan,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/figma/2.1.30/workflow-skills/generate-project-plan/SKILL.md,0cc7b780099b,27518,3901,2026-05-05T17:40:02.298396,Generate a FigJam project plan board from a PRD plus codebase context. Interactive flow: research → propose sections → per-section deep research → per-section content + block-shape proposal → create F
figma-generate-design,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/figma/2.1.30/skills/figma-generate-design/SKILL.md,84fe38c9ecda,25204,3326,2026-05-05T17:40:02.300622,"Use this skill alongside figma-use when the task involves translating an application page, view, or multi-section layout into Figma. Triggers: 'write to Figma', 'create in Figma from code', 'push page"
figma-generate-diagram,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/figma/2.1.30/skills/figma-generate-diagram/SKILL.md,5dc2904fdbfe,8590,1277,2026-05-05T17:40:02.301652,"MANDATORY prerequisite — load this skill BEFORE every `generate_diagram` tool call. Routes to type-specific guidance (generic flowchart, architecture flowchart) and tells you when to proceed directly,"
figma-create-new-file,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/figma/2.1.30/skills/figma-create-new-file/SKILL.md,b3a45dfd8af6,2762,422,2026-05-05T17:40:02.301812,"Create a new blank Figma file. Use when the user wants to create a new Figma design or FigJam file, or when you need a new file before calling use_figma. Handles plan resolution via whoami if needed. "
figma-implement-design,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/figma/2.1.30/skills/figma-implement-design/SKILL.md,722f9094d30f,11631,1570,2026-05-05T17:40:02.302940,"Translates Figma designs into production-ready application code with 1:1 visual fidelity. Use when implementing UI code from Figma files, when user mentions ""implement design"", ""generate code"", ""imple"
figma-generate-library,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/figma/2.1.30/skills/figma-generate-library/SKILL.md,c033109baf9e,18072,2448,2026-05-05T17:40:02.305115,"Build or update a professional-grade design system in Figma from a codebase. Use when the user wants to create variables/tokens, build component libraries, set up theming (light/dark modes), document "
figma-use,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/figma/2.1.30/skills/figma-use/SKILL.md,dfcffc7aa1a8,26426,3635,2026-05-05T17:40:02.307954,"**MANDATORY prerequisite** — you MUST invoke this skill BEFORE every `use_figma` tool call. NEVER call `use_figma` directly without loading this skill first. Skipping it causes common, hard-to-debug f"
figma-use-figjam,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/figma/2.1.30/skills/figma-use-figjam/SKILL.md,bd0048460df7,4882,627,2026-05-05T17:40:02.309715,This skill helps agents use Figma's use_figma MCP tool in the FigJam context. Can be used alongside figma-use which has foundational context for using the use_figma tool.
figma-code-connect,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/figma/2.1.30/skills/figma-code-connect/SKILL.md,d69cfc0e2080,25658,3420,2026-05-05T17:40:02.310156,"Creates and maintains Figma Code Connect template files that map Figma components to code snippets. Use when the user mentions Code Connect, Figma component mapping, design-to-code translation, or ask"
figma-create-design-system-rules,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/figma/2.1.30/skills/figma-create-design-system-rules/SKILL.md,401da565f988,18253,2550,2026-05-05T17:40:02.310332,"Generates custom design system rules for the user's codebase. Use when user says ""create design system rules"", ""generate rules for my project"", ""set up design rules"", ""customize design system guidelin"
generate-project-plan,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/figma/fabc1ca81d83/workflow-skills/generate-project-plan/SKILL.md,0cc7b780099b,27518,3901,2026-05-15T11:30:10.930108,Generate a FigJam project plan board from a PRD plus codebase context. Interactive flow: research → propose sections → per-section deep research → per-section content + block-shape proposal → create F
figma-generate-design,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/figma/fabc1ca81d83/skills/figma-generate-design/SKILL.md,84fe38c9ecda,25204,3326,2026-05-15T11:30:10.932498,"Use this skill alongside figma-use when the task involves translating an application page, view, or multi-section layout into Figma. Triggers: 'write to Figma', 'create in Figma from code', 'push page"
figma-generate-diagram,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/figma/fabc1ca81d83/skills/figma-generate-diagram/SKILL.md,5dc2904fdbfe,8590,1277,2026-05-15T11:30:10.933660,"MANDATORY prerequisite — load this skill BEFORE every `generate_diagram` tool call. Routes to type-specific guidance (generic flowchart, architecture flowchart) and tells you when to proceed directly,"
figma-create-new-file,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/figma/fabc1ca81d83/skills/figma-create-new-file/SKILL.md,b3a45dfd8af6,2762,422,2026-05-15T11:30:10.933849,"Create a new blank Figma file. Use when the user wants to create a new Figma design or FigJam file, or when you need a new file before calling use_figma. Handles plan resolution via whoami if needed. "
figma-implement-design,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/figma/fabc1ca81d83/skills/figma-implement-design/SKILL.md,722f9094d30f,11631,1570,2026-05-15T11:30:10.934048,"Translates Figma designs into production-ready application code with 1:1 visual fidelity. Use when implementing UI code from Figma files, when user mentions ""implement design"", ""generate code"", ""imple"
figma-generate-library,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/figma/fabc1ca81d83/skills/figma-generate-library/SKILL.md,c033109baf9e,18072,2448,2026-05-15T11:30:10.936229,"Build or update a professional-grade design system in Figma from a codebase. Use when the user wants to create variables/tokens, build component libraries, set up theming (light/dark modes), document "
figma-use,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/figma/fabc1ca81d83/skills/figma-use/SKILL.md,dfcffc7aa1a8,26426,3635,2026-05-15T11:30:10.938954,"**MANDATORY prerequisite** — you MUST invoke this skill BEFORE every `use_figma` tool call. NEVER call `use_figma` directly without loading this skill first. Skipping it causes common, hard-to-debug f"
figma-use-figjam,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/figma/fabc1ca81d83/skills/figma-use-figjam/SKILL.md,bd0048460df7,4882,627,2026-05-15T11:30:10.940913,This skill helps agents use Figma's use_figma MCP tool in the FigJam context. Can be used alongside figma-use which has foundational context for using the use_figma tool.
figma-code-connect,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/figma/fabc1ca81d83/skills/figma-code-connect/SKILL.md,d69cfc0e2080,25658,3420,2026-05-15T11:30:10.941626,"Creates and maintains Figma Code Connect template files that map Figma components to code snippets. Use when the user mentions Code Connect, Figma component mapping, design-to-code translation, or ask"
figma-create-design-system-rules,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/figma/fabc1ca81d83/skills/figma-create-design-system-rules/SKILL.md,401da565f988,18253,2550,2026-05-15T11:30:10.941823,"Generates custom design system rules for the user's codebase. Use when user says ""create design system rules"", ""generate rules for my project"", ""set up design rules"", ""customize design system guidelin"
triage-issue,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/atlassian/9b52fb18e184/skills/triage-issue/SKILL.md,4ce1808138ea,19379,2761,2026-05-05T17:40:02.207807,Intelligently triage bug reports and error messages by searching for duplicates in Jira and offering to create new issues or add comments to existing ones. When an agent needs to: (1) Triage a bug rep
capture-tasks-from-meeting-notes,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/atlassian/9b52fb18e184/skills/capture-tasks-from-meeting-notes/SKILL.md,44940f580f88,15039,2326,2026-05-05T17:40:02.208259,"Analyze meeting notes to find action items and create Jira tasks for assigned work. When an agent needs to: (1) Create Jira tasks or tickets from meeting notes, (2) Extract or find action items from n"
generate-status-report,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/atlassian/9b52fb18e184/skills/generate-status-report/SKILL.md,d5548b058a84,11312,1616,2026-05-05T17:40:02.209018,"Generate project status reports from Jira issues and publish to Confluence. When an agent needs to: (1) Create a status report for a project, (2) Summarize project progress or updates, (3) Generate we"
search-company-knowledge,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/atlassian/9b52fb18e184/skills/search-company-knowledge/SKILL.md,580f5c5f5b66,17081,2386,2026-05-05T17:40:02.209250,"Search across company knowledge bases (Confluence, Jira, internal docs) to find and explain internal concepts, processes, and technical details. When an agent needs to: (1) Find or search for informat"
spec-to-backlog,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/atlassian/9b52fb18e184/skills/spec-to-backlog/SKILL.md,082876467b45,17432,2476,2026-05-05T17:40:02.209984,"Automatically convert Confluence specification documents into structured Jira backlogs with Epics and implementation tickets. When an agent needs to: (1) Create Jira tickets from a Confluence page, (2"
frontend-design,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/frontend-design/6da6853f46f3/skills/frontend-design/SKILL.md,d39adf3a983d,4274,562,2026-05-05T14:31:55.145763,"Create distinctive, production-grade frontend interfaces with high design quality. Use this skill when the user asks to build web components, pages, or applications. Generates creative, polished code "
using-git-worktrees,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/superpowers/f2cbfbefebbf/skills/using-git-worktrees/SKILL.md,085a45ee3de4,7983,1210,2026-05-15T11:30:10.091074,Use when starting feature work that needs isolation from current workspace or before executing implementation plans - ensures an isolated workspace exists via native tools or git worktree fallback
test-driven-development,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/superpowers/f2cbfbefebbf/skills/test-driven-development/SKILL.md,7dee67b4af6b,9867,1496,2026-05-15T11:30:10.091265,"Use when implementing any feature or bugfix, before writing implementation code"
systematic-debugging,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/superpowers/f2cbfbefebbf/skills/systematic-debugging/SKILL.md,4999cb851360,9884,1504,2026-05-15T11:30:10.092224,"Use when encountering any bug, test failure, or unexpected behavior, before proposing fixes"
using-superpowers,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/superpowers/f2cbfbefebbf/skills/using-superpowers/SKILL.md,316e29381219,5421,787,2026-05-15T11:30:10.093163,"Use when starting any conversation - establishes how to find and use skills, requiring Skill tool invocation before ANY response including clarifying questions"
dispatching-parallel-agents,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/superpowers/f2cbfbefebbf/skills/dispatching-parallel-agents/SKILL.md,76806091c7f9,6441,923,2026-05-15T11:30:10.093359,Use when facing 2+ independent tasks that can be worked on without shared state or sequential dependencies
executing-plans,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/superpowers/f2cbfbefebbf/skills/executing-plans/SKILL.md,e2102f116314,2469,361,2026-05-15T11:30:10.093531,Use when you have a written implementation plan to execute in a separate session with review checkpoints
finishing-a-development-branch,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/superpowers/f2cbfbefebbf/skills/finishing-a-development-branch/SKILL.md,5c8d4b59aedb,7061,1072,2026-05-15T11:30:10.093708,"Use when implementation is complete, all tests pass, and you need to decide how to integrate the work - guides completion of development work by presenting structured options for merge, PR, or cleanup"
